Ticker,Annualized Return,Annualized Volatility,Sharpe Ratio,Maximum Drawdown,Cumulative Return,Benchmark Correlation,Risk-Adjusted Rank
WMT,0.21289124153265537,0.2162401051135875,0.8185865468775836,-0.2573967165930764,1.612844362808524,0.34337843577032756,1
JPM,0.1546458140984892,0.24404438363928788,0.48665661440811553,-0.38771593061531795,1.0453001559970927,0.6298297259132601,2
LMT,0.09613907349460882,0.22877996434558667,0.2633931387991021,-0.31788411092398283,0.5789890312416917,0.17946655069775358,3
ABNB,-0.015806915026912116,0.438840629801121,-0.11778060668998284,-0.6019014758409877,-0.07622479513613512,0.6011964858460692,4
