Ticker,Beta,Regression Beta,Annualized Alpha,R-Squared,Risk-Free Rate,Market Return,Market Risk Premium,CAPM Expected Return,Actual Annualized Return,Actual Minus CAPM
ABNB,1.54657012291078,1.5465701229107796,-0.14651554330275962,0.36143721459366285,0.03588000059127808,0.14125673255945626,0.10537673196817818,0.19885250590323972,-0.015806915026912116,-0.21465942093015183
JPM,0.9010280775574786,0.9010280775574783,0.041406003600488024,0.3966854836439724,0.03588000059127808,0.14125673255945626,0.10537673196817818,0.13082739481585537,0.1546458140984892,0.02381841928263384
LMT,0.24068435266988106,0.24068435266988086,0.08288092228532054,0.03220824281934931,0.03588000059127808,0.14125673255945626,0.10537673196817818,0.0612425311115066,0.09613907349460882,0.03489654238310222
WMT,0.4352668723627547,0.4352668723627547,0.15270973364840995,0.11790875015207714,0.03588000059127808,0.14125673255945626,0.10537673196817818,0.08174700113487529,0.21289124153265537,0.13114424039778008
